facility_id,name,facility_type,infrastructure_type,owner,address,suburb,lga,lat,lon,accepted_materials,capacity_kg_per_day,capacity_source,capacity_confidence,source_id,source_url,data_confidence,derivation_method
fac_0001_be_bioenergy,BE Bioenergy,Reprocessor,Thermal energy from waste,Yarrock,713 Yarrock Road,Kaniva,West Wimmera,-36.264183,141.189763,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0002_rupanyup_transfer_station,Rupanyup Transfer Station,Resource Recovery Centre,Transfer station,Yarriambiack Shire Council,32 Boyds Rd,Rupanyup,Yarriambiack,-36.61576037,142.634276,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0003_minyip_transfer_station,Minyip Transfer Station,Resource Recovery Centre,Transfer station,Yarriambiack Shire Council,332 Minyip-Rich Avon Road,Minyip,Yarriambiack,-36.4671417,142.6327274,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0004_beulah_transfer_station,Beulah Transfer Station,Resource Recovery Centre,Transfer station,Yarriambiack Shire Council,28 Beulah Tip Road,Beulah,Yarriambiack,-35.93097778,142.4408611,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0005_hopetoun_transfer_station,Hopetoun Transfer Station,Resource Recovery Centre,Transfer station,Yarriambiack Shire Council,8 Tip Road,Hopetoun,Yarriambiack,-35.736704,142.346648,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0006_murtoa_transfer_station_resource_recover,Murtoa Transfer Station & Resource Recovery Centre,Resource Recovery Centre,Transfer station,Yarriambiack Shire Council,1281 Wimmera Highway,Murtoa,Yarriambiack,-36.62198333,142.4967,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0007_tempy_landfill_and_resource_recovery_cen,Tempy Landfill and Resource Recovery Centre,Resource Recovery Centre,Transfer station,Yarriambiack Shire Council,3270 Sunraysia Highway,Tempy,Yarriambiack,-35.359321,142.428256,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0008_warracknabeal_transfer_station,Warracknabeal Transfer Station,Resource Recovery Centre,Transfer station,Yarriambiack Shire Council,108 Tip Road,Warracknabeal,Yarriambiack,-36.226349,142.407726,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0009_woomelang_transfer_station,Woomelang Transfer Station,Resource Recovery Centre,Transfer station,Yarriambiack Shire Council,121 Church Street,Woomelang,Yarriambiack,-35.696939,142.67586,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0010_patchewollock_transfer_station,Patchewollock Transfer Station,Resource Recovery Centre,Transfer station,Yarriambiack Shire Council,38 Patchewollock Tip Road,Patchewollock,Yarriambiack,-35.371129,142.20475,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0011_rewaste,ReWaste,Reprocessor,Anaerobic digestion,Yarra Valley Water,525 Craigieburn Road,Wollert,Whittlesea,-37.61075358,144.9762668,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0012_coldstream_recycling_waste_transfer_stat,Coldstream Recycling & Waste Transfer Station,Resource Recovery Centre,Transfer station,Yarra Ranges Recycling Services,Corner Ingram Road & Leonard Road,Lilydale,Yarra Ranges,-37.73815,145.396595,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0013_wesburn_recycling_and_waste_transfer_cen,Wesburn Recycling and Waste Transfer Centre,Resource Recovery Centre,Transfer station,Yarra Ranges Recycling Services,689 Old Warburton Road,Wesburn,Yarra Ranges,-37.774807,145.649131,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0014_yarra_recycling_centre,Yarra Recycling Centre,Resource Recovery Centre,Transfer station,Yarra City Council,168 Roseneath Street,Clifton Hill,Yarra,-37.793908,145.000839,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0015_werribee_landfill,Werribee Landfill,Landfill,Landfill putrescible,Wyndham City Council,470 Wests Road,Werribee,Wyndham,-37.939053,144.59441,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0016_wyndham_refuse_disposal_facility,Wyndham Refuse Disposal Facility,Resource Recovery Centre,Transfer station,Wyndham City Council,470 Wests Road,Werribee,Wyndham,-37.939053,144.59441,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0017_worm_hit,Worm Hit,Reprocessor,Organics recycling,Worm Hit Pty Ltd,1 Beasley Drive,Koorlong,Mildura,-34.3487432,142.0278384,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0018_wodonga_waste_transfer_station,Wodonga Waste Transfer Station,Resource Recovery Centre,Transfer station,Wodonga City Council,29 Kane Road,Wodonga,Wodonga,-36.117,146.9044,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0019_wodonga_abattoir,Wodonga Abattoir,Reprocessor,Organics recycling,Wodonga Abattoir Pty Ltd,54 Kelly Street,Wodonga,Wodonga,-36.112472,146.876886,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0020_wimmera_wastebusters_recycling,Wimmera Wastebusters Recycling,Reprocessor,Plastics reprocessing,Wimmera Wastebusters Recycling,44 Golf Course Rd,Horsham,Horsham,-36.735218,142.200462,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0021_whitehorse_recycling_waste_centre,Whitehorse Recycling & Waste Centre,Resource Recovery Centre,Transfer station,Whitehorse City Council,Corner Burwood Highway & Morack Road,Vermont South,Whitehorse,-37.861882,145.19567,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0022_johnstons_road_quarry,Johnstons Road Quarry,Reprocessor,C&D waste recycling,Whelans Group Investments,175 Johnstons Road,Bairnsdale,East Gippsland,-37.874684,147.630147,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0023_wheel_a_waste,Wheel-A-Waste,Reprocessor,C&D waste recycling,Wheel-A-Waste Pty Ltd,Lot 1 Skip Lane,Wonthaggi,Bass Coast,-38.587388,145.590823,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0024_westvic_waste_recycling,Westvic Waste & Recycling,Resource Recovery Centre,Transfer station,Westvic Waste,3 Hammond Place,Warrnambool,Warrnambool,-38.36617,142.45578,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0025_westonvic_waste,WestonVic Waste,Reprocessor,C&D waste recycling,WestonVic,8 Turnbull Drive,Horsham,Horsham,-36.737625,142.15221,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0026_western_waste_management,Western Waste Management,Resource Recovery Centre,Transfer station,Western Waste Management,11-27 Marriner Street,Colac East,Colac Otway,-38.329549,143.612899,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0027_western_land_reclamation,Western Land Reclamation,Landfill,Landfill inert,Western Land Reclamation Pty Ltd,159 Bunting Road,Brooklyn,Brimbank,-37.81084515,144.8382736,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0028_western_composting_technology,Western Composting Technology,Reprocessor,Organics recycling,Western Composting Technology Pty Ltd,165 Daldy Road,Shepparton North,Greater Shepparton,-36.3234931,145.3767463,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0029_goroke_transfer_station,Goroke Transfer Station,Resource Recovery Centre,Transfer station,West Wimmera Shire Council,Kiely Street,Goroke,West Wimmera,-36.69783556,141.4781183,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0030_edenhope_transfer_station,Edenhope Transfer Station,Resource Recovery Centre,Transfer station,West Wimmera Shire Council,70 Moss Street,Edenhope,West Wimmera,-37.037428,141.282225,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0031_apsley_transfer_station,Apsley Transfer Station,Resource Recovery Centre,Transfer station,West Wimmera Shire Council,Apsley-Casterton Road,Apsley,West Wimmera,-36.9746256,141.0706452,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0032_kaniva_transfer_station,Kaniva Transfer Station,Resource Recovery Centre,Transfer station,West Wimmera Shire Council,South Lillimur Road,Kaniva,West Wimmera,-36.3848,141.2255,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0033_chetwynd_transfer_station,Chetwynd Transfer Station,Resource Recovery Centre,Transfer station,West Wimmera Shire Council,Chetwynd-Cemetary Road,Chetwynd,West Wimmera,-37.27896572,141.3826954,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0034_dergholm_transfer_station,Dergholm Transfer Station,Resource Recovery Centre,Transfer station,West Wimmera Shire Council,Quinn Road,Dergholm,West Wimmera,-37.36926344,141.2186672,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0035_harrow_transfer_station,Harrow Transfer Station,Resource Recovery Centre,Transfer station,West Wimmera Shire Council,Off Nhill-Harrow Road,Harrow,West Wimmera,-37.13546784,141.5942841,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0036_welvic_australia,Welvic Australia,Reprocessor,Plastics reprocessing,Welvic Australia Pty Ltd,"Gate 6, Tillburn Road",Deer Park,Brimbank,-37.77776417,144.7766469,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0037_kilmany_resource_recovery_centre,Kilmany Resource Recovery Centre,Reprocessor,C&D waste recycling,Wellington Shire Council,Velore Road,Kilmany,Wellington,-38.103092,146.920064,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0038_stratford_transfer_station,Stratford Transfer Station,Resource Recovery Centre,Transfer station,Wellington Shire Council,93 Wyndham Street,Stratford,Wellington,-37.95760827,147.0932087,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0039_dargo_transfer_station,Dargo Transfer Station,Resource Recovery Centre,Transfer station,Wellington Shire Council,Kings Road,Dargo,Wellington,-37.45984735,147.244325,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0040_heyfield_transfer_station,Heyfield Transfer Station,Resource Recovery Centre,Transfer station,Wellington Shire Council,Rifle Range Road,Heyfield,Wellington,-37.974343,146.763321,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0041_kilmany_landfill,Kilmany Landfill,Landfill,Landfill putrescible,Wellington Shire Council,Velore Road,Kilmany,Wellington,-38.102931,146.9274395,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0042_loch_sport_transfer_station,Loch Sport Transfer Station,Resource Recovery Centre,Transfer station,Wellington Shire Council,22 Progress Road,Loch Sport,Wellington,-38.064742,147.552742,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0043_maffra_landfill,Maffra Landfill,Landfill,Landfill putrescible,Wellington Shire Council,Sellings Road,Maffra,Wellington,-37.9126585,146.9861545,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0044_maffra_resource_recovery_centre,Maffra Resource Recovery Centre,Resource Recovery Centre,Transfer station,Wellington Shire Council,Sellings Rd,Maffra,Wellington,-37.912559,146.986143,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0045_seaspray_transfer_station,Seaspray Transfer Station,Resource Recovery Centre,Transfer station,Wellington Shire Council,34 Tip Road,Seaspray,Wellington,-38.366509,147.192214,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0046_yarram_transfer_station,Yarram Transfer Station,Resource Recovery Centre,Transfer station,Wellington Shire Council,Hyland Way,Yarram,Wellington,-38.54132,146.702445,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0047_wdea_nigretta_of_hamilton,WDEA - Nigretta of Hamilton,Reprocessor,E-waste recycling,WDEA Works,4 Peck Street,Hamilton,Southern Grampians,-37.72716681,142.0043304,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0048_wdea_enterprises,WDEA Enterprises,Reprocessor,E-waste recycling,WDEA Works,11 Albert Street,Warrnambool,Warrnambool,-38.372018,142.460186,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0049_wastebusters_recycling,Wastebusters Recycling,Resource Recovery Centre,Transfer station,Wastebusters,44 Golf Course Road,Horsham,Horsham,-36.735571,142.200273,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0050_warrnambool_transfer_station,Warrnambool Transfer Station,Resource Recovery Centre,Transfer station,Warrnambool City Council,10 Mason Street,Warrnambool,Warrnambool,-38.3771992,142.536447,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0051_wangaratta_organics_processing_facility,Wangaratta Organics Processing Facility,Reprocessor,Organics recycling,Wangaratta Rural City Council,Byawatha Road West,North Wangaratta,Wangaratta,-36.32230996,146.3782801,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0052_bowser_landfill,Bowser Landfill,Landfill,Landfill putrescible,Wangaratta Rural City Council,5 Coleman Road,Bowser,Wangaratta,-36.3181915,146.3671645,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0053_eldorado_transfer_station,Eldorado Transfer Station,Resource Recovery Centre,Transfer station,Wangaratta Rural City Council,3 Woolshed Road,Eldorado,Wangaratta,-36.31815556,146.5299361,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0054_markwood_transfer_station,Markwood Transfer Station,Resource Recovery Centre,Transfer station,Wangaratta Rural City Council,145 Forest Lane,Markwood,Wangaratta,-36.46787778,146.4762167,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0055_moyhu_transfer_station,Moyhu Transfer Station,Resource Recovery Centre,Transfer station,Wangaratta Rural City Council,569 Boggy Creek Road,Moyhu,Wangaratta,-36.63578703,146.3520599,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0056_wangaratta_transfer_station,Wangaratta Transfer Station,Resource Recovery Centre,Transfer station,Wangaratta Rural City Council,45-65 Sandford Road,Wangaratta,Wangaratta,-36.369497,146.289708,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0057_wadref_humified_compost_pty_ltd_t_a_humu,Wadref Humified Compost Pty Ltd (T/A Humus Composting Euroa),Reprocessor,Organics recycling,Wadref Humified Compost Pty Ltd (T/A Humus Composting Euroa),Lot 2 Lomers Road,Euroa,Strathbogie,-36.7339154,145.5813136,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0058_advanced_circular_polymers,Advanced Circular Polymers,Reprocessor,Plastics reprocessing,Visy,235 Hume Highway,Somerton,Hume,-37.6242755,144.9480921,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0059_visy_glass_laverton_north_,Visy Glass (Laverton North),Reprocessor,Glass beneficiation,Visy,46-48 Dohertys Road,Laverton North,Wyndham,-37.82968,144.806586,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0060_visy_glass_spotswood_,Visy Glass (Spotswood),Reprocessor,Glass reprocessing (blast furnace),Visy,20-40 Booker Street,Spotswood,Hobsons Bay,-37.831408,144.8927,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0061_visy_recycling_mrf_geelong_,Visy Recycling MRF (Geelong),Reprocessor,Paper & cardboard recovery,Visy,282 Thompson Road,North Geelong,Greater Geelong,-38.107875,144.344183,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0062_visy_recycling_mrf_heidelberg_,Visy Recycling MRF (Heidelberg),MRF,Materials recovery facility,Visy,Corner Waterdale Road and Banksia Street,Heidelberg,Banyule,-37.756448,145.04335,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0063_visy_recycling_mrf_springvale_,Visy Recycling MRF (Springvale),MRF,Materials recovery facility,Visy,708 Princes Highway,Springvale,Greater Dandenong,-37.944038,145.171484,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0064_visy_wastepaper_waste_management_coolaro,Visy Wastepaper & Waste Management (Coolaroo),Reprocessor,Thermal energy from waste,Visy,13 Reo Crescent,Coolaroo,Hume,-37.64524512,144.9357411,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
