facility_id,name,facility_type,infrastructure_type,owner,address,suburb,lga,lat,lon,accepted_materials,capacity_kg_per_day,capacity_source,capacity_confidence,source_id,source_url,data_confidence,derivation_method
fac_0311_cullulleraine_transfer_station,Cullulleraine Transfer Station,Resource Recovery Centre,Transfer station,Mildura Rural City Council,Sturt Highway,Cullulleraine,Mildura,-34.273332,141.60764,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0312_mildura_landfill,Mildura Landfill,Landfill,Landfill putrescible,Mildura Rural City Council,15 Scherger Drive,Mildura,Mildura,-34.1850615,142.1422685,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0313_mildura_resource_recovery_centre,Mildura Resource Recovery Centre,Resource Recovery Centre,Transfer station,Mildura Rural City Council,Ontario Avenue,Mildura,Mildura,-34.185062,142.142269,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0314_murrayville_transfer_station,Murrayville Transfer Station,Resource Recovery Centre,Transfer station,Mildura Rural City Council,Recreation Road,Murrayville,Mildura,-35.257509,141.178252,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0315_nangiloc_transfer_station,Nangiloc Transfer Station,Resource Recovery Centre,Transfer station,Mildura Rural City Council,Castle Crossing Road,Nangiloc,Mildura,-34.49881,142.358744,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0316_ouyen_landfill,Ouyen Landfill,Landfill,Landfill unlicensed,Mildura Rural City Council,Dunkley Road,Ouyen,Mildura,-35.094,142.327337,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0317_ouyen_resource_recovery_centre,Ouyen Resource Recovery Centre,Resource Recovery Centre,Transfer station,Mildura Rural City Council,Dunkley Road,Ouyen,Mildura,-35.094,142.327337,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0318_underbool_transfer_station,Underbool Transfer Station,Resource Recovery Centre,Transfer station,Mildura Rural City Council,Cemetery Road,Underbool,Mildura,-35.178426,141.807047,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0319_walpeup_transfer_station,Walpeup Transfer Station,Resource Recovery Centre,Transfer station,Mildura Rural City Council,Murphy Road,Walpeup,Mildura,-35.142302,142.028651,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0320_werrimull_transfer_station,Werrimull Transfer Station,Resource Recovery Centre,Transfer station,Mildura Rural City Council,King Street,Werrimull,Mildura,-34.38907,141.59263,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0321_national_polystyrene_systems,National Polystyrene Systems,Reprocessor,Plastics reprocessing,Metecno Pty Ltd,329A St. Albans Rd,Sunshine,Brimbank,-37.7752093,144.8251116,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0322_meredith_dairy,Meredith Dairy,Reprocessor,Thermal energy from waste,Meredith Dairy,106 Cameron Road,Meredith,Golden Plains,-37.8353217,143.9642907,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0323_drouin_waste_recyclers_c_d_recycling_,Drouin Waste Recyclers (C&D recycling),Reprocessor,C&D waste recycling,Meluca Group,81 Weerong Road,Drouin,Baw Baw,-38.122448,145.83346,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0324_drouin_waste_recyclers_transfer_station_,Drouin Waste Recyclers (Transfer station),Resource Recovery Centre,Transfer station,Meluca Group,81 Weerong Road,Drouin,Baw Baw,-38.122448,145.83346,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0325_melton_recycling_facility,Melton Recycling Facility,Resource Recovery Centre,Transfer station,Melton City Council,33 Ferris Road,Cobblebank,Melton,-37.702888,144.610114,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0326_megara,Megara,Reprocessor,Plastics reprocessing,Megara Australia Pty Ltd,261 Frankston-Dandenong Road,Dandenong South,Greater Dandenong,-38.02519959,145.2147151,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0327_altona_north_recycling_masalovski_group_,Altona North Recycling (Masalovski Group),Reprocessor,C&D waste recycling,Masalovski Group,55 McArthurs Road,Altona North,Hobsons Bay,-37.835192,144.8358419,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0328_martogg_frankston_dandenong_road_,Martogg (Frankston-Dandenong Road),Reprocessor,Plastics reprocessing,Martogg Group,185-195 Frankston-Dandenong Road,Dandenong South,Greater Dandenong,-38.017839,145.215061,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0329_martogg_south_park_drive_,Martogg (South Park Drive),Reprocessor,Plastics reprocessing,Martogg Group,63 South Park Drive,Dandenong South,Greater Dandenong,-38.01747961,145.1987457,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0330_mansfield_resource_recovery_centre,Mansfield Resource Recovery Centre,Resource Recovery Centre,Transfer station,Mansfield Shire Council,163 Monkey Gully Road,Mansfield,Mansfield,-37.09305,146.0906,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0331_mansfield_constructions,Mansfield Constructions,Reprocessor,C&D waste recycling,Mansfield Constructions Pty Ltd,73 Dead Horse Lane,Mansfield,Mansfield,-37.0799819,146.0872461,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0332_kyneton_transfer_station,Kyneton Transfer Station,Resource Recovery Centre,Transfer station,Macedon Ranges Shire Council,140 Redesdale Road,Kyneton,Macedon Ranges,-37.225008,144.457706,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0333_romsey_transfer_station,Romsey Transfer Station,Resource Recovery Centre,Transfer station,Macedon Ranges Shire Council,21 Johnston Court,Romsey,Macedon Ranges,-37.361233,144.768183,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0334_woodend_transfer_station,Woodend Transfer Station,Resource Recovery Centre,Transfer station,Macedon Ranges Shire Council,149 Quarry Road,Woodend,Macedon Ranges,-37.368303,144.541153,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0335_boort_landfill,Boort landfill,Landfill,Landfill unlicensed,Loddon Shire Council,Off Boort-Quambatook Road,Boort,Loddon,-36.109467,143.721294,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0336_boort_landfill_and_recycle,Boort landfill and recycle,Resource Recovery Centre,Transfer station,Loddon Shire Council,Off Boort-Quambatook Road,Boort,Loddon,-36.109467,143.721294,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0337_dingee_transfer_station,Dingee Transfer Station,Resource Recovery Centre,Transfer station,Loddon Shire Council,Lawry's Road,Dingee,Loddon,-36.35637778,144.242891,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0338_inglewood_transfer_station,Inglewood Transfer Station,Resource Recovery Centre,Transfer station,Loddon Shire Council,Inglewood-Salisbury Road,Inglewood,Loddon,-36.564603,143.879189,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0339_newbridge_landfill,Newbridge Landfill,Landfill,Landfill unlicensed,Loddon Shire Council,Ryan Street,Newbridge,Loddon,-36.743602,143.890383,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0340_newbridge_landfill_and_recycle,Newbridge landfill and recycle,Resource Recovery Centre,Transfer station,Loddon Shire Council,Ryan Street,Newbridge,Loddon,-36.743602,143.890383,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0341_pyramid_hill_landfill,Pyramid Hill Landfill,Landfill,Landfill unlicensed,Loddon Shire Council,Ballast Road,Pyramid Hill,Loddon,-36.064349,144.139112,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0342_pyramid_hill_landfill_and_recycle,Pyramid Hill Landfill and recycle,Resource Recovery Centre,Transfer station,Loddon Shire Council,Ballast Road,Pyramid Hill,Loddon,-36.064349,144.139112,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0343_wedderburn_transfer_station,Wedderburn Transfer Station,Resource Recovery Centre,Transfer station,Loddon Shire Council,Godfrey Street,Wedderburn,Loddon,-36.422706,143.603717,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0344_local_mix_concrete,Local Mix Concrete,Reprocessor,C&D waste recycling,Local Mix Concrete Pty Ltd,10 Hays Road,Moolap,Greater Geelong,-38.15705,144.43312,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0345_envirostream_pf_metals_ta_livium_,Envirostream (PF metals) (TA Livium),Reprocessor,E-waste recycling,Lithium Australia NL,17/19 Maria Street,Laverton North,Wyndham,-37.837268,144.787851,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0346_latrobe_valley_enterprises,Latrobe Valley Enterprises,Resource Recovery Centre,Transfer station,Latrobe Valley Enterprises,547 Princes Drive,Morwell,Latrobe,-38.231432,146.440407,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0347_hyland_landfill,Hyland Landfill,Landfill,Landfill putrescible,Latrobe City Council,Hyland Highway,Loy Yang,Latrobe,-38.25121269,146.5587835,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0348_moe_transfer_station,Moe Transfer Station,Resource Recovery Centre,Transfer station,Latrobe City Council,280 Haunted Hills,Newborough,Latrobe,-38.196646,146.29783,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0349_morwell_transfer_station,Morwell Transfer Station,Resource Recovery Centre,Transfer station,Latrobe City Council,73 Porter's Road,Morwell,Latrobe,-38.2559,146.4257,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0350_traralgon_transfer_station,Traralgon Transfer Station,Resource Recovery Centre,Transfer station,Latrobe City Council,1 Liddiard Road,Traralgon,Latrobe,-38.21376,146.55033,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0351_yinnar_transfer_station,Yinnar Transfer Station,Resource Recovery Centre,Transfer station,Latrobe City Council,260 Whitelaws Track,Yinnar South,Latrobe,-38.349158,146.324886,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0352_kts_recycling,KTS Recycling,Reprocessor,Mattress recycling,KTS Recycling,251 George Street,Wantirna South,Knox,-37.8831,145.213,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0353_knox_transfer_station,Knox Transfer Station,Resource Recovery Centre,Transfer station,Knox City Council,251 George Street,Wantirna South,Knox,-37.8831,145.213,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0354_kinross_farms,Kinross Farms,Reprocessor,Organics recycling,Kinross Farms,578 Drysdale Road,Euroa,Strathbogie,-36.7521561,145.4983692,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0355_kia_ora_piggery,Kia-Ora Piggery,Reprocessor,Anaerobic digestion,Kia-Ora Piggery Pty Ltd,413 Yarrawalla West Road,Yarrawalla,Loddon,-36.177266,143.9959063,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0356_kennedy_quarry,Kennedy Quarry,Reprocessor,C&D waste recycling,Kennedy Haulage,Smiths Road,Driffield,Latrobe,-38.29882338,146.274796,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0357_crowbar_demolitions,Crowbar Demolitions,Reprocessor,C&D waste recycling,Keith McCrae,225 Grahamvale Road,Shepparton,Greater Shepparton,-36.34166728,145.4313776,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0358_kartaway_bin_and_skip_hire,Kartaway Bin and Skip Hire,Resource Recovery Centre,Transfer station,Kartaway,12-14 Tarnard Drive,Braeside,Kingston,-37.989114,145.109598,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0359_east_brunswick_transfer_station,East Brunswick Transfer Station,Resource Recovery Centre,Transfer station,Kartaway,32 Kirkdale Street,Brunswick East,Merri-bek,-37.770515,144.982393,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0360_kangaroo_plastics_technology,Kangaroo Plastics Technology,Reprocessor,Plastics reprocessing,Kangaroo Plastics Technology Pty Ltd,202-204 Northbourne Road,Campbellfield,Hume,-37.64773474,144.9574853,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0361_just_biodiesel_pty_ltd,Just Biodiesel Pty Ltd,Reprocessor,Refuse derived fuel,Just Biodiesel Pty Ltd,158 Plemings Road,Barnawatha,Indigo,-36.1184549,146.6993997,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0362_mallacoota_wastewater_treatment_plant,Mallacoota WasteWater Treatment Plant,Reprocessor,Organics recycling,John Anderson,Genoa-Mallacoota Rd,Mallacoota,East Gippsland,-37.546616,149.728239,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0363_jackson_s_earth_moving_concrete_recycler,Jackson's Earth Moving & Concrete Recyclers,Reprocessor,C&D waste recycling,Jackson's Earthmoving,17 Kendall Street,Wodonga,Wodonga,-36.1784092,146.8421497,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0364_jj_s_waste_recycling_bendigo_owt_,JJ's Waste & Recycling (Bendigo) (OWT),Hazardous waste,Oil/water treatment (OWT) facility,J.J. Richards & Sons Pty Ltd,5-11 Piper Lane,East Bendigo,Greater Bendigo,-36.744478,144.32291,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0365_integrated_recycling,Integrated Recycling,Reprocessor,Plastics reprocessing,Integrated Recycling,316 Etiwanda Avenue,Mildura,Mildura,-34.196372,142.169285,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0366_infrabuild_steel_manufacturing,InfraBuild Steel Manufacturing,Reprocessor,Steel reprocessing,InfraBuild,105-123 Dohertys Road,Laverton,Hobsons Bay,-37.82868584,144.7910537,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0367_infrabuild_wire_manufacturing,InfraBuild Wire Manufacturing,Reprocessor,Other metals reprocessing,InfraBuild,21 Walchs Road,North Shore,Greater Geelong,-38.09349316,144.376239,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0368_beechworth_transfer_station,Beechworth Transfer Station,Resource Recovery Centre,Transfer station,Indigo Shire Council,1620 Diffey Road,Beechworth,Indigo,-36.373708,146.677448,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0369_rutherglen_transfer_station,Rutherglen Transfer Station,Resource Recovery Centre,Transfer station,Indigo Shire Council,53 Cornishtown Road,Rutherglen,Indigo,-36.073422,146.489422,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0370_bolinda_road_resource_recovery_centre,Bolinda Road Resource Recovery Centre,Resource Recovery Centre,Transfer station,Hume City Council,1-71 Bolinda Road,Campbellfield,Hume,-37.684858,144.967241,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0371_sunbury_resource_recovery_centre,Sunbury Resource Recovery Centre,Resource Recovery Centre,Transfer station,Hume City Council,515 Riddell Road,Sunbury,Hume,-37.551131,144.684866,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0372_sunbury_landfill,Sunbury Landfill,Landfill,Landfill putrescible,Hume City Council,515 Riddell Road,Sunbury,Hume,-37.554718,144.699348,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0373_huhtamaki,Huhtamaki,Reprocessor,Paper & cardboard reprocessing,Huhtamaki Group,Level 1//75 Raglan Street,Preston,Darebin,-37.748973,145.003043,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
fac_0374_horsham_green_waste_processing,Horsham Green Waste Processing,Reprocessor,Organics recycling,Horsham Rural City Council,93 Kenny Road,Horsham,Horsham,-36.741672,142.185811,,,not_in_source_data,unknown,vic_waste_infra,https://discover.data.vic.gov.au/dataset/victoria-s-waste-and-resource-recovery-infrastructure-map-data/resource/1dc1c2d9-515d-426b-8548-efac5c53e8bc,observed,direct_mapping_from_sustainability_vic_csv
